PHONE|TYPE|IN_OUT|LOCAL|DURATION|DATE|TIME|ROAMING|AMOUNT|IN_NETWORK|IS_PROMO|TOLL_FREE|BYTES|TYPE
8822402606|internet.ioperator.com|SA|LOC|0|20130220|223623|NRM|.02|0|0|N|27648|INTERNET
9032117277|wap.ioperator.com|SA|LOC|0|20130220|223214|NRM|.07|0|0|N|76800|INTERNET
3052387471|internet.ioperator.com|SA|LOC|0|20130220|223833|NRM|0|0|0|N|0|INTERNET
5559672517|internet.ioperator.com|SA|LOC|0|20130220|175150|NRM|0|0|0|N|0|INTERNET
7702624934|internet.ioperator.com|SA|LOC|0|20130220|181730|NRM|.01|0|0|N|18432|INTERNET
7754155745|internet.ioperator.com|SA|LOC|0|20130220|174420|NRM|0|0|0|N|0|INTERNET
4068940121|internet.ioperator.com|SA|LOC|0|20130220|173354|NRM|0|0|0|N|0|INTERNET
3552135681|internet.ioperator.com|SA|LOC|0|20130220|173729|NRM|.04|0|0|N|48128|INTERNET
5543535574|internet.ioperator.com|SA|LOC|0|20130220|195317|NRM|.01|0|0|N|14336|INTERNET
8883516482|internet.ioperator.com|SA|LOC|0|20130220|195641|NRM|9.24|0|0|N|484352|INTERNET
3332998134|internet.ioperator.com|SA|LOC|0|20130220|190553|NRM|.22|0|0|N|239616|INTERNET
4972169202|internet.ioperator.com|SA|LOC|0|20130220|214912|NRM|.01|0|0|N|12288|INTERNET
7702582996|internet.ioperator.com|SA|LOC|0|20130220|215104|NRM|0|0|0|N|0|INTERNET
4332526680|internet.ioperator.com|SA|LOC|0|20130220|211704|NRM|0|0|0|N|0|INTERNET
0093272503|internet.ioperator.com|SA|LOC|0|20130220|210439|NRM|0|0|0|N|0|INTERNET
7442235002|wap.ioperator.com|SA|LOC|0|20130220|194749|NRM|.01|0|0|N|12288|INTERNET
5502205446|internet.ioperator.com|SA|LOC|0|20130220|194120|NRM|0|0|0|N|0|INTERNET
0623537789|internet.ioperator.com|SA|LOC|0|20130220|194120|NRM|0|0|0|N|0|INTERNET
0003392320|0002660640|SA|LOC|0|20130220|141258|NRM|.88|0|1|N||SMS
0492210101|0492388200|SA|LOC|0|20130220|161641|NRM|.88|0|0|N||SMS
8932303376|8932838661|SA|LOC|0|20130220|124652|NRM|.88|0|1|N||SMS
3392161526|3392188434|SA|LOC|0|20130220|165552|NRM|.88|0|1|N||SMS
8080873347|22231099|SA|LOC|0|20130220|143210|NRM|0|0|0|N||SMS
3432352728|8932264772|SA|LOC|0|20130220|132424|NRM|.88|0|1|N||SMS
0008547633|0008484759|SA|LOC|0|20130220|114822|NRM|0|0|1|N||SMS
7782203212|7782652878|SA|LOC|29|20130220|224259|NRM|28.42|0|1|N||VOICE
7733385443|7732483249|SA|LOC|6|20130220|145514|NRM|23.88|0|1|N||VOICE
8692153871|8692150436|SA|LOC|0|20130220|154018|NRM|0|0|1|N||SMS
0625404000|6645347378|SA|LOC|0|20130220|140514|NRM|.88|0|1|N||SMS
0003333005|0452121852|SA|LOC|0|20130220|160032|NRM|.88|0|1|N||SMS
0982222351|0982221321|SA|LOC|0|20130220|140345|NRM|.85|0|1|N||SMS
3302376856|0092263756|SA|LOC|0|20130220|131308|NRM|0|0|1|N||SMS
0042680295|3052183443|SA|LOC|0|20130220|131603|NRM|.88|0|1|N||SMS
3832639064|3832630193|SA|LOC|0|20130220|140907|NRM|.88|0|1|N||SMS
3472219037|3472198858|SA|LOC|0|20130220|100847|NRM|.88|0|1|N||SMS
3334624098|0445175788|SA|LOC|0|20130220|192225|NRM|0|0|1|N||SMS
8752236136|8752168041|SA|LOC|0|20130220|133550|NRM|.88|0|1|N||SMS
8502144783|8509618630|SA|LOC|0|20130220|101935|NRM|0|0|1|N||SMS
0297558290|0732262998|SA|LOC|0|20130220|194113|NRM|.88|0|1|N||SMS
0092782641|0092668699|SA|LOC|0|20130220|140940|NRM|.85|0|1|N||SMS
0092553863|0003394143|SA|LOC|0|20130220|155407|NRM|.85|0|1|N||SMS
6665726702|6637037210|SA|LOC|0|20130220|220137|NRM|.88|0|1|N||SMS
8452383565|8452193026|SA|LOC|0|20130220|112632|NRM|.88|0|1|N||SMS
8883438600|8882908247|SA|LOC|0|20130220|134316|NRM|.88|0|1|N||SMS
6636302694|6656536396|SA|LOC|0|20130220|134541|NRM|.88|0|1|N||SMS
6643544105|6643467097|SA|LOC|0|20130220|110021|NRM|0|0|1|N||SMS
6062325332|6631958713|SA|LOC|0|20130220|162644|NRM|0|0|1|N||SMS
6624193441|6633586361|SA|LOC|0|20130220|220207|NRM|.88|0|1|N||SMS
6651010690|6624138751|SA|LOC|0|20130220|112640|NRM|.88|0|1|N||SMS
6651167714|6621177500|SA|LOC|0|20130220|191819|NRM|.88|0|1|N||SMS
6632003451|6640664700|SA|LOC|0|20130220|185632|NRM|.88|0|1|N||SMS
8335760249|8334984402|SA|LOC|0|20130220|181207|NRM|0|0|1|N||SMS
8823552300|7783283321|SA|LOC|0|20130220|162531|NRM|.88|0|1|N||SMS
0495165971|0932316263|SA|LOC|0|20130220|170817|NRM|.88|0|0|N||SMS
3992116909|3300943642|SA|LOC|0|20130220|160209|NRM|.88|0|0|N||SMS
3572127968|3572327887|SA|LOC|0|20130220|202701|NRM|.88|0|1|N||SMS
0092282315|0093364900|SA|LOC|0|20130220|185049|NRM|.85|0|1|N||SMS
3303104614|3303228250|SA|LOC|0|20130220|134242|NRM|.88|0|1|N||SMS
8952282719|5872187136|SA|LOC|0|20130220|174547|NRM|.88|0|1|N||SMS
8582115599|8582365880|SA|LOC|0|20130220|174551|NRM|.88|0|1|N||SMS
0042586442|0252219542|SA|LOC|0|20130220|181838|NRM|.88|0|0|N||SMS
0032223980|4972198609|SA|LOC|0|20130220|160111|NRM|.88|0|1|N||SMS
8582330905|8582160161|SA|LOC|0|20130220|181609|NRM|.88|0|1|N||SMS
3942267004|22231098|SA|LOC|0|20130220|181703|NRM|0|0|0|N||SMS
0322453935|0322540158|SA|LOC|0|20130220|193622|NRM|.88|0|1|N||SMS
0252355229|0042411833|SA|LOC|0|20130220|162748|NRM|.88|0|1|N||SMS
7783540886|7782945128|SA|LOC|1|20130220|181559|NRM|4.16|0|1|N||VOICE
5090925724|5092175626|SA|LOC|1|20130220|140115|NRM|3.98|0|1|N||VOICE
6645098556|6641259410|SA|LOC|0|20130220|114021|NRM|.88|0|0|N||SMS
8472169057|8883674219|SA|LOC|0|20130220|213538|NRM|.88|0|1|N||SMS
6638120706|6634605773|SA|LOC|0|20130220|123338|NRM|.88|0|0|N||SMS
0722021839|0722178961|SA|LOC|0|20130220|215516|NRM|0|0|1|N||SMS
8822542548|8822108091|SA|LOC|0|20130220|115541|NRM|.88|0|1|N||SMS
6624098218|6634528452|SA|LOC|0|20130220|180420|NRM|.88|0|1|N||SMS
8462844970|222661452|SA|LOC|0|20130220|114430|NRM|.3|0|0|N||SMS
3335979321|3336964946|SA|LOC|1|20130220|211639|NRM|1.19|0|1|N||VOICE
3300202828|3302165950|SA|LOC|5|20130220|211334|NRM|0|5|1|N||VOICE
7555182263|7333518934|SA|NAC|6|20130220|102524|NRM|.98|0|1|N||VOICE
0642174664|0642399711|SA|LOC|1|20130220|134949|NRM|2.98|0|1|N||VOICE
7452194715|7453571088|SA|LOC|3|20130220|103206|NRM|12.48|0|1|N||VOICE
9227935601|9222706658|SA|LOC|5|20130220|174336|NRM|4.9|0|1|N||VOICE
6633792808|6636205267|SA|LOC|0|20130220|162514|NRM|.88|0|1|N||SMS
6622845193|6671260379|SA|LOC|0|20130220|101548|NRM|.88|0|0|N||SMS
6641836244|6649989568|SA|LOC|0|20130220|140745|NRM|.88|0|1|N||SMS
6660060083|6662047974|SA|LOC|0|20130220|150438|NRM|0|0|1|N||SMS
8334586247|8332279456|SA|LOC|0|20130220|135531|NRM|.88|0|1|N||SMS
8452367634|8452454936|SA|LOC|0|20130220|102346|NRM|.88|0|0|N||SMS
8828839627|8822505067|SA|LOC|0|20130220|171822|NRM|0|0|1|N||SMS
0442124856|0442237936|SA|LOC|1|20130220|204043|NRM|0|1|1|N||VOICE
9293127653|9297929669|SA|LOC|1|20130220|193628|NRM|1.98|0|1|N||VOICE
6655714805|6660029652|SA|LOC|1|20130220|165647|NRM|1.19|0|1|N||VOICE
0742358749|0742442917|SA|LOC|5|20130220|205207|NRM|0|5|1|N||VOICE
5883401269|5882402840|SA|LOC|5|20130220|202816|NRM|0|5|1|N||VOICE
7753039764|7752838084|SA|LOC|1|20130220|183042|NRM|.94|0|0|N||VOICE
9553296950|9555661782|SA|LOC|1|20130220|105520|NRM|1.98|0|1|N||VOICE
3330762598|222661211|SA|LOC|0|20130220|182649|NRM|0|0|0|N||SMS
0202280960|0202259612|SA|LOC|0|20130220|200227|NRM|.88|0|1|N||SMS
0042221254|0042113338|SA|LOC|0|20130220|175527|NRM|0|0|1|N||SMS
8932701356|22231096|SA|LOC|0|20130220|141136|NRM|0|0|0|N||SMS
8752168041|8752133961|SA|LOC|0|20130220|180947|NRM|.88|0|1|N||SMS
0052145759|0052174966|SA|LOC|0|20130220|211016|NRM|.88|0|0|N||SMS
9792900249|5442148807|SA|NAC|1|20130220|134657|NRM|.94|0|1|N||VOICE
0722876649|0722617396|SA|LOC|3|20130220|125300|NRM|0|3|1|N||VOICE
0333315082|3399298560|SA|LOC|1|20130220|072621|NAC|2.98|0|0|N||VOICE
0022116322|0022134723|SA|LOC|1|20130220|125617|NRM|4.16|0|1|N||VOICE
0722063009|0727152913|SA|NAC|2|20130220|130147|NAC|12.3|0|0|N||VOICE
8828335485|8828332286|SA|LOC|1|20130220|185821|NRM|1.19|0|1|N||VOICE
4443813254|4428170124|SA|LOC|3|20130220|055802|NRM|0|3|1|N||VOICE
0832183333|0832143518|SA|LOC|2|20130220|201736|NRM|8.32|0|1|N||VOICE
5632470119|5632113605|SA|LOC|1|20130220|125650|NRM|4.16|0|1|N||VOICE
6645807108|6651698228|SA|LOC|1|20130220|094236|NRM|0|1|1|N||VOICE
6602995250|6696765636|SA|LOC|1|20130220|135727|NRM|1.19|0|1|N||VOICE
6662075255|6627012080|SA|LOC|1|20130220|151859|NRM|0|1|1|N||VOICE
6652452273|6648416729|SA|LOC|1|20130220|184741|NRM|1.19|0|1|N||VOICE
3932116022|3932128284|SA|LOC|2|20130220|171227|NRM|0|2|1|N||VOICE
6645025638|6633294935|SA|LOC|4|20130220|211004|NRM|0|4|1|N||VOICE
6651500771|6640206847|SA|LOC|1|20130220|231616|NRM|0|1|1|N||VOICE
6638764854|6663033350|SA|LOC|3|20130220|174319|NRM|2.94|0|0|N||VOICE
9822816224|9824573907|SA|LOC|2|20130220|174343|NRM|2.38|0|1|N||VOICE
3334139128|3572494142|SA|NAC|1|20130220|185550|NRM|1.98|0|0|N||VOICE
4422108488|4428046643|SA|LOC|1|20130220|075225|NRM|1.19|0|1|N||VOICE
3399713935|3392710275|SA|LOC|1|20130220|082835|NRM|3.98|0|1|N||VOICE
7332538719|7332375179|SA|LOC|2|20130220|172717|NRM|2.38|0|1|N||VOICE
6639772588|6624712741|SA|LOC|1|20130220|210256|NRM|0|1|1|N||VOICE
6645279286|6644788518|SA|LOC|3|20130220|123236|NRM|12.48|0|0|N||VOICE
7424681379|7582277779|SA|NAC|5|20130220|162505|NRM|0|5|1|N||VOICE
6620696741|6628439868|SA|LOC|1|20130220|213107|NRM|0|1|1|N||VOICE
0962212889|0969634304|SA|LOC|0|20130220|202709|NRM|.88|0|1|N||SMS
6665750668|6659805793|SA|LOC|0|20130220|121855|NRM|.88|0|1|N||SMS
8842441126|8847917135|SA|LOC|0|20130220|101900|NRM|.88|0|1|N||SMS
8862172450|8868696807|SA|LOC|0|20130220|124629|NRM|.88|0|1|N||SMS
6632568796|6637875942|SA|LOC|0|20130220|121524|NRM|.88|0|1|N||SMS
6624030482|6662995371|SA|LOC|0|20130220|102535|NRM|.88|0|1|N||SMS
3502461295|3502395385|SA|LOC|0|20130220|214548|NRM|.88|0|1|N||SMS
8462562416|6652441694|SA|LOC|0|20130220|091617|NRM|.88|0|1|N||SMS
8792195711|22231096|SA|LOC|0|20130220|180358|NRM|0|0|0|N||SMS
3300685830|3300229507|SA|LOC|0|20130220|231604|NRM|0|0|1|N||SMS
6627071659|6645837452|SA|LOC|0|20130220|111408|NRM|.88|0|1|N||SMS
8472127968|8472140221|SA|LOC|0|20130220|214902|NRM|.88|0|1|N||SMS
4424774002|4424488327|SA|LOC|5|20130220|124745|NRM|0|5|1|N||VOICE
7722227808|7722187641|SA|LOC|1|20130220|131315|NRM|3.98|0|1|N||VOICE
4421247970|4421335935|SA|LOC|3|20130220|133141|NRM|12.48|0|1|N||VOICE
6645420035|6631404441|SA|LOC|2|20130220|184911|NRM|5.96|0|0|N||VOICE
4332759511|4332430384|SA|LOC|1|20130220|112757|NRM|0|1|1|N||VOICE
9226416195|9227950610|SA|LOC|4|20130220|173919|NRM|0|4|1|N||VOICE
3302694183|3303242625|SA|LOC|2|20130220|175117|NRM|0|2|1|N||VOICE
4449395406|4424465146|SA|LOC|2|20130220|210924|NRM|2.38|0|1|N||VOICE
9298105521|9222738466|SA|LOC|1|20130220|175329|NRM|1.98|0|0|N||VOICE
4582189067|4582169359|SA|LOC|1|20130220|212705|NRM|1.98|0|1|N||VOICE
9227739113|9297120090|SA|LOC|3|20130220|153254|NRM|0|3|1|N||VOICE
7752788036|7754977844|SA|LOC|1|20130220|195540|NRM|3.98|0|1|N||VOICE
9227739113|9297120090|SA|LOC|1|20130220|153218|NRM|0|1|1|N||VOICE
0742298686|0747436242|SA|LOC|1|20130220|120238|NRM|4.16|0|0|N||VOICE
7572088438|7572483871|SA|LOC|5|20130220|153942|NRM|0|5|1|N||VOICE
6640288773|6623138920|SA|LOC|5|20130220|214835|NRM|0|5|1|N||VOICE
6625070974|6629438554|SA|LOC|1|20130220|212957|NRM|0|1|1|N||VOICE
8462894091|8462804953|SA|LOC|3|20130220|215404|NRM|2.94|0|1|N||VOICE
9443406539|9442625629|SA|LOC|3|20130220|122227|NRM|0|3|1|N||VOICE
0082121361|0082357994|SA|LOC|3|20130220|141830|NRM|3.57|0|1|N||VOICE
6620196303|6623095135|SA|LOC|0|20130220|133813|NRM|0|0|1|N||SMS
7733933608|7732615595|SA|LOC|4|20130220|084503|NRM|16.64|0|1|N||VOICE
9220851456|9297133334|SA|LOC|2|20130220|120153|NRM|0|2|1|N||VOICE
6625861230|6696879416|SA|LOC|1|20130220|075156|NRM|1.19|0|1|N||VOICE
3052112370|3052378630|SA|NAC|3|20130220|091917|NAC|8.94|0|1|N||VOICE
5882212682|5883847175|SA|LOC|5|20130220|214043|NRM|0|5|1|N||VOICE
3308914236|6624101573|SA|NAC|1|20130220|131449|NRM|6.15|0|1|N||VOICE
6665849905|6646916458|SA|LOC|1|20130220|194550|NRM|0|1|1|N||VOICE
4440573964|4445190406|SA|LOC|3|20130220|141316|NRM|2.94|0|1|N||VOICE
6652404915|6662031313|SA|LOC|2|20130220|171630|NRM|0|2|1|N||VOICE
4424367397|4422589153|SA|LOC|1|20130220|103635|NRM|1.19|0|1|N||VOICE
5544506963|5542312768|SA|LOC|2|20130220|001744|NRM|0|2|1|N||VOICE
4423750979|4440606110|SA|LOC|2|20130220|131338|NRM|0|2|1|N||VOICE
9003154174|9002165496|SA|LOC|1|20130220|223300|NRM|0|1|1|N||VOICE
0928612778|0922184503|SA|LOC|5|20130220|235142|NRM|0|5|1|N||VOICE
6640678163|6632487315|SA|NAC|2|20130220|083356|NAC|0|2|1|N||VOICE
4232422409|4236650058|SA|LOC|5|20130220|133736|NRM|0|5|1|N||VOICE
9454225650|9452650871|SA|LOC|2|20130220|203908|NRM|2.38|0|1|N||VOICE
9227807862|9223595190|SA|LOC|3|20130220|204312|NRM|11.94|0|0|N||VOICE
7756040263|7754620228|SA|LOC|2|20130220|191621|NRM|0|2|1|N||VOICE
5982335882|5982121319|SA|LOC|5|20130220|195530|NRM|0|5|1|N||VOICE
0922143860|0929257870|SA|NAC|3|20130220|122753|NAC|0|3|1|N||VOICE
4423340891|4422545728|SA|LOC|6|20130220|103041|NRM|1.19|0|1|N||VOICE
8462311083|8462730258|SA|LOC|2|20130220|200031|NRM|2.38|0|1|N||VOICE
0742434440|0746761340|SA|LOC|1|20130220|123644|NRM|.98|0|1|N||VOICE
0722908392|0723156900|SA|LOC|4|20130220|122740|NRM|0|4|1|N||VOICE
5555368605|5555410178|SA|LOC|2|20130220|200220|NRM|0|2|1|N||VOICE
7982404092|7982719783|SA|LOC|5|20130220|223141|NRM|0|5|1|N||VOICE
9822532771|9823731165|SA|LOC|1|20130220|075123|NRM|.98|0|1|N||VOICE
6634512024|6634316689|SA|LOC|3|20130220|090113|NRM|0|3|1|N||VOICE
4428627533|4445071247|SA|LOC|1|20130220|082415|NRM|.98|0|1|N||VOICE
8562230783|8582171710|SA|NAC|1|20130220|105616|NRM|.98|0|1|N||VOICE
3334659602|3335037616|SA|LOC|4|20130220|195216|NRM|0|4|1|N||VOICE
5632379667|5635549022|SA|LOC|3|20130220|115746|NRM|0|3|1|N||VOICE
4902136497|4902136184|SA|LOC|1|20130220|120709|NRM|1.98|0|1|N||VOICE
6643503710|6643502044|SA|LOC|2|20130220|233252|NRM|0|2|1|N||VOICE
7272166010|7272122649|SA|LOC|2|20130220|173821|NRM|0|2|1|N||VOICE
6631064825|6649289332|SA|LOC|1|20130220|090238|NRM|4.16|0|0|N||VOICE
8336229838|8334269674|SA|INT|1|20130220|090358|NRM|.98|0|1|N||VOICE
6630559042|6643546131|SA|LOC|3|20130220|170919|NRM|0|3|1|N||VOICE
8862144673|8862200700|SA|LOC|1|20130220|222729|NRM|0|1|1|N||VOICE
7792220475|7792676019|SA|LOC|2|20130220|145207|NRM|1.96|0|1|N||VOICE
7792227558|7795749571|SA|LOC|1|20130220|155357|NRM|0|1|1|N||VOICE
6648480823|6651370839|SA|LOC|2|20130220|113506|NRM|0|2|1|N||VOICE
6656452337|6629065793|SA|LOC|2|20130220|112835|NRM|0|2|1|N||VOICE
8862121249|8862662394|SA|NAC|4|20130220|193554|NAC|0|4|1|N||VOICE
7734365263|7733991922|SA|NAC|5|20130220|182112|NAC|0|5|1|N||VOICE
4242190472|4242246890|SA|LOC|2|20130220|181603|NRM|0|2|1|N||VOICE
0622423627|0622693924|SA|LOC|1|20130220|183103|NRM|0|1|1|N||VOICE
5532307260|5533157612|SA|LOC|2|20130220|191227|NRM|1.96|0|1|N||VOICE
6650774416|6631791037|SA|LOC|2|20130220|151322|NRM|8.32|0|1|N||VOICE
7362259395|7362413530|SA|LOC|1|20130220|123909|NRM|0|1|1|N||VOICE
4425244659|4440847679|SA|LOC|2|20130220|085046|NRM|2.38|0|1|N||VOICE
3492736993|internet.ioperator.com|SA|LOC|0|20130220|151256|NRM|0|0|0|N|7168|INTERNET
4282104422|internet.ioperator.com|SA|LOC|0|20130220|214635|NRM|29.62|0|0|N|30958592|INTERNET
0492391123|internet.ioperator.com|SA|LOC|0|20130220|205850|NRM|0|0|0|N|3072|INTERNET
4284904401|internet.ioperator.com|SA|LOC|0|20130220|151823|NRM|0|0|0|N|7168|INTERNET
0732336218|internet.ioperator.com|SA|LOC|0|20130220|145813|NRM|0|0|0|N|0|INTERNET
5534408762|internet.ioperator.com|SA|LOC|0|20130220|150941|NRM|0|0|0|N|0|INTERNET
6630642121|internet.ioperator.com|SA|LOC|0|20130220|141854|NRM|1.3|0|0|N|1360896|INTERNET
9228070825|internet.ioperator.com|SA|LOC|0|20130220|150945|NRM|0|0|0|N|0|INTERNET
7252739686|internet.ioperator.com|SA|LOC|0|20130220|150208|NRM|0|0|0|N|6144|INTERNET
8909021895|internet.ioperator.com|SA|LOC|0|20130220|221517|NRM|.17|0|0|N|180224|INTERNET
4449266493|internet.ioperator.com|SA|LOC|0|20130220|222037|NRM|0|0|0|N|0|INTERNET
3339730119|internet.ioperator.com|SA|LOC|0|20130220|220046|NRM|0|0|0|N|0|INTERNET
8336453534|wap.ioperator.com|SA|LOC|0|20130220|215603|NRM|.04|0|0|N|52224|INTERNET
4423576349|wap.ioperator.com|SA|LOC|0|20130220|220216|NRM|0|0|0|N|53248|INTERNET
6643211236|internet.ioperator.com|SA|LOC|0|20130220|202343|NRM|1.02|0|0|N|1074176|INTERNET
9443994814|internet.ioperator.com|SA|LOC|0|20130220|225312|NRM|.02|0|0|N|22528|INTERNET
6634306515|internet.ioperator.com|SA|LOC|0|20130220|234746|NRM|0|0|0|N|1024|INTERNET
4446156277|internet.ioperator.com|SA|LOC|0|20130220|104003|NRM|.22|0|0|N|239616|INTERNET
7582293649|internet.ioperator.com|SA|LOC|0|20130220|230406|NRM|.33|0|0|N|352256|INTERNET
6642343777|internet.ioperator.com|SA|LOC|0|20130220|230459|NRM|.22|0|0|N|233472|INTERNET
4442008931|internet.ioperator.com|SA|LOC|0|20130220|151332|NRM|0|0|0|N|0|INTERNET
3442179405|internet.ioperator.com|SA|LOC|0|20130220|183117|NRM|0|0|0|N|1024|INTERNET
8335288405|wap.ioperator.com|SA|LOC|0|20130220|144658|NRM|0|0|0|N|4096|INTERNET
8432230527|internet.ioperator.com|SA|LOC|0|20130220|150957|NRM|0|0|0|N|0|INTERNET
9291230508|internet.ioperator.com|SA|LOC|0|20130220|145142|NRM|.27|0|0|N|14336|INTERNET
0692100397|wap.ioperator.com|SA|LOC|0|20130220|220642|NRM|0|0|0|N|0|INTERNET
4352173387|internet.ioperator.com|SA|LOC|0|20130220|211502|NRM|.42|0|0|N|448512|INTERNET
7502174041|internet.ioperator.com|SA|LOC|0|20130220|205424|NRM|.25|0|0|N|262144|INTERNET
6625014954|internet.ioperator.com|SA|LOC|0|20130220|111221|NRM|2.61|0|0|N|2732032|INTERNET
5922171131|internet.ioperator.com|SA|LOC|0|20130220|202000|NRM|0|0|0|N|3072|INTERNET
7754401458|internet.ioperator.com|SA|LOC|0|20130220|205653|NRM|0|0|0|N|2048|INTERNET
3330769290|internet.ioperator.com|SA|LOC|0|20130220|222932|NRM|.65|0|0|N|681984|INTERNET
9295753932|internet.ioperator.com|SA|LOC|0|20130220|231540|NRM|0|0|0|N|76800|INTERNET
6620330920|internet.ioperator.com|SA|LOC|0|20130220|193251|NRM|.03|0|0|N|31744|INTERNET
6656529706|wap.ioperator.com|SA|LOC|0|20130220|204141|NRM|0|0|0|N|0|INTERNET
8550212640|internet.ioperator.com|SA|LOC|0|20130220|121154|NRM|.01|0|0|N|12288|INTERNET
7734496514|internet.ioperator.com|SA|LOC|0|20130220|234643|NRM|0|0|0|N|0|INTERNET
4222236686|internet.ioperator.com|SA|LOC|0|20130220|234929|NRM|0|0|0|N|0|INTERNET
7752248438|wap.ioperator.com|SA|LOC|0|20130220|234614|NRM|0|0|0|N|5120|INTERNET
7673858750|internet.ioperator.com|SA|LOC|0|20130220|212304|NRM|.01|0|0|N|11264|INTERNET
6646613044|internet.ioperator.com|SA|LOC|0|20130220|221656|NRM|.27|0|0|N|284672|INTERNET
3334253680|internet.ioperator.com|SA|LOC|0|20130220|223834|NRM|0|0|0|N|0|INTERNET
0092252305|internet.ioperator.com|SA|LOC|0|20130220|223749|NRM|.02|0|0|N|31744|INTERNET
9226985086|internet.ioperator.com|SA|LOC|0|20130220|201446|NRM|.24|0|0|N|250880|INTERNET
9572103214|internet.ioperator.com|SA|LOC|0|20130220|194500|NRM|.08|0|0|N|89088|INTERNET
8452274574|internet.ioperator.com|SA|LOC|0|20130220|221131|NRM|.03|0|0|N|34816|INTERNET
4424304889|internet.ioperator.com|SA|LOC|0|20130220|174426|NRM|0|0|0|N|0|INTERNET
0043712048|internet.ioperator.com|SA|LOC|0|20130220|183734|NRM|0|0|0|N|0|INTERNET
9777414961|internet.ioperator.com|SA|LOC|0|20130220|162731|NRM|0|0|0|N|3072|INTERNET
9444492385|internet.ioperator.com|SA|LOC|0|20130220|174909|NRM|0|0|0|N|0|INTERNET
5772142133|internet.ioperator.com|SA|LOC|0|20130220|174031|NRM|0|0|0|N|5120|INTERNET
7572527139|internet.ioperator.com|SA|LOC|0|20130220|173230|NRM|0|0|0|N|1024|INTERNET
9443982749|internet.ioperator.com|SA|LOC|0|20130220|200243|NRM|.13|0|0|N|142336|INTERNET
6638770159|internet.ioperator.com|SA|LOC|0|20130220|201530|NRM|.16|0|0|N|177152|INTERNET
6629641741|internet.ioperator.com|SA|LOC|0|20130220|201929|NRM|.01|0|0|N|8192|INTERNET
8462859516|internet.ioperator.com|SA|LOC|0|20130220|213644|NRM|.01|0|0|N|6144|INTERNET
0492529755|internet.ioperator.com|SA|LOC|0|20130220|175136|NRM|.94|0|0|N|990208|INTERNET
7555736330|internet.ioperator.com|SA|LOC|0|20130220|204017|NRM|.02|0|0|N|24576|INTERNET
5532225818|internet.ioperator.com|SA|LOC|0|20130220|204143|NRM|0|0|0|N|0|INTERNET
7756125239|internet.ioperator.com|SA|LOC|0|20130220|210430|NRM|0|0|0|N|5120|INTERNET
3335488612|internet.ioperator.com|SA|LOC|0|20130220|210454|NRM|0|0|0|N|0|INTERNET
3932144452|internet.ioperator.com|SA|LOC|0|20130220|200303|NRM|0|0|0|N|169984|INTERNET
3392692668|internet.ioperator.com|SA|LOC|0|20130220|194132|NRM|0|0|0|N|0|INTERNET
8337179607|internet.ioperator.com|SA|LOC|0|20130220|234206|NRM|0|0|0|N|97280|INTERNET
7754232726|internet.ioperator.com|SA|LOC|0|20130220|225521|NRM|.64|0|0|N|712704|INTERNET
9228805059|internet.ioperator.com|SA|LOC|0|20130220|235635|NRM|.1|0|0|N|110592|INTERNET
9228805059|internet.ioperator.com|SA|LOC|0|20130220|235647|NRM|.16|0|0|N|171008|INTERNET
3392707843|internet.ioperator.com|SA|LOC|0|20130220|223305|NRM|.31|0|0|N|324608|INTERNET
0492462206|internet.ioperator.com|SA|LOC|0|20130220|221735|NRM|0|0|0|N|2048|INTERNET
9444238881|internet.ioperator.com|SA|LOC|0|20130220|223720|NRM|0|0|0|N|0|INTERNET
7732670256|internet.ioperator.com|SA|LOC|0|20130220|170115|NRM|.03|0|0|N|26624|INTERNET
0623194889|internet.ioperator.com|SA|LOC|0|20130220|182038|NRM|0|0|0|N|0|INTERNET
5533929177|internet.ioperator.com|SA|LOC|0|20130220|182057|NRM|0|0|0|N|10240|INTERNET
3582152851|7702283416|SA|LOC|0|20130220|161006|NRM|.88|0|1|N||SMS
6671067720|6627569897|SA|LOC|1|20130220|135940|NRM|.98|0|1|N||VOICE
6649872249|6640727898|SA|LOC|2|20130220|135725|NRM|0|2|1|N||VOICE
5883987749|5878586433|SA|INT|1|20130220|075641|NRM|4.16|0|0|N||VOICE
8553368665|8555063805|SA|LOC|2|20130220|225520|NRM|7.96|0|0|N||VOICE
5632427024|5642430275|SA|NAC|2|20130220|121801|NAC|1.96|0|1|N||VOICE
9822516251|9822265405|SA|LOC|5|20130220|153614|NRM|0|5|1|N||VOICE
5532798255|5534872899|SA|LOC|1|20130220|073406|NRM|1.98|0|1|N||VOICE
8666672666|8666677540|SA|LOC|3|20130220|110118|NRM|0|3|1|N||VOICE
6623381909|6644450171|SA|LOC|5|20130220|143355|NRM|0|5|1|N||VOICE
7253293148|7253293052|SA|LOC|2|20130220|082733|NRM|2.38|0|1|N||VOICE
9822877378|9823730191|SA|LOC|2|20130220|084120|NRM|0|2|1|N||VOICE
0623782546|0626686247|SA|LOC|1|20130220|110528|NRM|0|1|1|N||VOICE
7555190143|7552320141|SA|LOC|1|20130220|073635|NRM|0|1|1|N||VOICE
8532181526|8532143945|SA|LOC|0|20130220|072249|NRM|.88|0|1|N||SMS
0982140539|0982166377|SA|LOC|0|20130220|070240|NRM|.85|0|1|N||SMS
